conversation,panic_meter
"High waves hitting the shore, fishermen in danger 🚤🌊",57.7
Another cycle of monsoon drinking updated 😂,51.9
"Storm surge is breaking the wall, sea water entering colony in Chennai",59.7
"Heavy rain again, classic Mumbai monsoon 😂",8.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",59.2
"Just another day, stuck in traffic because of rain 😒",83.7
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",89.0
"Can't believe the size of these waves, never seen like this before",72.4
"Basement completely filled with water, car doob gayi 😭 #Floods",99.6
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",82.5
"No food, no drinking water since yesterday, stranded in Kolkata flood",82.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,39.2
"High waves hitting the shore, fishermen in danger 🚤🌊",66.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",20.8
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",78.1
Lol people swimming on road again 🌧️,17.6
"Seashore flooding slowly, people moving inland",59.5
"Legion diseases spread by insects, please sweep street fast 🙏",50.7
"Ather rays of sunshine hit the roof, cold wave once again 😂",39.2
"Basement completely filled with water, car doob gayi 😭 #Floods",99.5
Rainy vibes with chai ☕ but roads full of water 🤦,19.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",62.8
"Only kids crying, parents dying on road, traffic full of water 🚨",94.9
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.5
"Heavy rain again, classic Mumbai monsoon 😂",38.9
"Proud to be Indian, living in Mumbai during monsoon 😂",14.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",8.2
"Water entered ground floor, electricity gone, please send help urgently!!",95.5
"Heavy rain again, classic Mumbai monsoon 😂",22.2
"basement completely filled with water, car doob gayi 😭 #Floods",99.6
"High waves hitting the shore, fishermen in danger 🚤🌊",65.0
"Flood in Thiruvananthapuram, please @NDRF arrive quick 🙏",67.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",96.1
"Power cut in whole area due to cyclone, scary night 😰",52.4
"Basement completely filled with water, car doob gayi 😭 #Floods",97.4
"Water entered ground floor, electricity gone, please send help urgently!!",92.3
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",67.2
"@IndianNavy please rescue us, stuck in Cuttack since Cyclone hit!",88.3
"High waves hitting the shore, fishermen in danger 🚤🌊",56.7
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",73.4
"Can't go outside, roads blocked due to heavy rain in Mumbai. Anyone else stuck?",93.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",32.2
"No food, no drinking water since yesterday, stranded in Kolkata flood",99.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",53.9
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",66.8
"Heavy rain again, classic Mumbai monsoon 😂",9.1
"Just another day, stuck in traffic due to rain 😒",82.0
"Storm surge is breaking the wall, sea water entering colony in Chennai",66.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",67.0
"Seashore flooding slowly, people moving inland",37.8
"No food, no drinking water since yesterday, stranded in Cuttack flood",88.2
"Can't believe the size of these waves, never seen like this before",53.2
"High waves hitting the shore, fishermen in danger 🚤🌊",70.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",74.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,33.7
"Just another day, stuck in traffic due to rain 😒",80.0
"Cyclone destroyed roof of my house, kids shivering 😢",85.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",32.3
"Water entered ground floor, electricity gone, please send help urgently!!",97.0
"Storm surge is breaking the wall, sea water entering colony in Puri",52.8
"Basement completely filled with water, car doob gayi 😭 #Floods",89.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",65.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",51.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",94.0
"My house is completely flooded, water till knee level 😭 #FloodAlert",49.4
"Cyclone holiday declared, no college today yay 😅",37.8
"Storm surge is breaking the wall, sea water entering colony in Chennai",77.8
"Cyclone holiday declared, no college today yay 😅",28.9
"Kids crying, we are on rooftop since last night, water rising fast 🚨",100.0
"High waves hitting the shore, fishermen in danger 🚤🌊",70.4
"Feel like killing myself, cant sit still while road blocked due to rain in Thiruvananthapuram",81.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",73.9
"Seashore flooding slowly, people moving inland",70.0
"Just another day, stuck in traffic due to rain 😒",91.6
"Seashore flooding slowly, people moving inland",34.1
"Basement totally filled with water, car doob gayi 😭 #Floods",84.6
"Basement fully filled with water, car doob gayi 😭 #Floods",89.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",66.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",46.4
"Water entered ground floor, electricity gone, please send help urgently!!",99.0
"Can't believe the size of these waves, never seen like this before",20.4
"High waves hitting the shore, fishermen in danger 🚤🌊",67.4
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",59.5
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",71.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",92.0
"Power cut in whole area due to cyclone, scary night 😰",58.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",66.4
"Power cut in whole area due to cyclone, scary night 😰",70.2
"Kids crying, we are on rooftop since last night, water rising fast 🚨",90.2
"No food, no drinking water since yesterday, stranded in Kolkata flood",82.6
"Basement completely filled with water, car doob gayi 😭 #Floods",99.2
"Just another day, stuck in traffic due to rain 😒",90.4
"Heavy rain again, classic Mumbai monsoon 😂",9.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",48.0
Rainy vibes with chai ☕ but roads full of water 🤦,15.2
"Seashore flooding slowly, people moving inland",60.7
"Flood in Thiruvananthapuram, please @NDRF come quick 🙏",58.2
"Just another day, stuck in traffic due to rain 😒",82.5
"Power cut in whole area due to cyclone, scary night 😰",59.2
"Flood in Puri, please @NDRF arrive quickly!🙏",21.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",69.4
Lol people swimming on road again 🌧️,25.9
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",84.7
"Can't go inside, streets filled with water due to monsoon in Mumbai. Anyone else stuck?",98.1
"Can't go outside, roads blocked due to heavy rain in Chennai. Any others stuck?",90.5
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",93.9
"Ghost town created by cyclone, people moving back everyday 😭 #CycloneAlert",56.5
"Flood in Kolkata, please @NDRF come fast 🙏",62.2
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,44.8
"Power cut in whole area due to cyclone, scary night 😰",78.0
Rainy vibes with chai ☕ but roads full of water 🤦,35.2
"Seashore flooding slowly, people moving inland",61.5
"No food, no drinking water since yesterday, stranded in Kolkata flood",99.0
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",50.4
"Cyclone destroyed roof of my house, kids shivering 😢",83.1
"Basement completely filled with water, car doob gayi 😭 #Floods",94.2
"Cyclone holiday declared, no college today yay 😅",22.5
"Legend has died, can't beat them anymore 😂",34.2
"Basement completely filled with water, car doob gayi 😭 #Floods",82.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",44.1
"No food, no drinking water since yesterday, stranded in Cuttack flood",98.2
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",71.4
Rainy vibes with chai ☕ but roads full of water 🤦,34.2
"Power cut in whole area due to cyclone, scary night 😰",54.7
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",70.8
"Power cut in whole area due to cyclone, scary night 😰",57.1
"Power cut in whole area due to cyclone, scary night 😰",69.2
"Can't believe the size of these waves, never seen like this before",54.1
"Just another day, stuck in traffic due to rain 😒",97.9
"Cyclone destroyed roof of my house, kids shivering 😢",84.0
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",61.2
"Storm surge is breaking the wall, sea water entering colony in Mumbai",70.3
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",91.3
"My house is completely flooded, water till knee level 😭 #FloodAlert",58.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",16.4
"Water entered ground floor, electricity gone, please send help urgently!!",89.2
"Basement completely filled with water, car doob gayi 😭 #Floods",81.0
"Beach closed due to high tide, lifeguards warning tourists ⚠️",48.0
"High waves hitting the shore, fishermen in danger 🚤🌊",74.9
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.3
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",37.7
"Bhai kal se baarish ho rahi hai, koi madad nahi aayiabhi 😡",49.1
"Beach closed due to high tide, lifeguords warning tourists ⚠️",54.2
"Heavy rain again, classic Mumbai monsoon 😂",20.3
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",83.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",44.8
"Water entered ground floor, electricity gone, please send help urgently!!",99.1
"Flood in Kolkata, please @NDRF come fast 🙏",63.3
"Life on rooftop since yesterday, water rising fast 😭 #FloodAlert",53.7
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",64.5
"Kids crying, we are on rooftop since last night, water rising fast 🚨",91.5
Rainy vibes with chai ☕ but roads full of water 🤦,0.3
"Basement completely filled with water, car doob gayi 😭 #Floods",83.1
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",81.8
"Power cut in whole area due to cyclone, scary night 😰",93.4
"Bhai kal se baarish ho rahi hai, koimadad nahi aayi abhi tak 😡",29.5
"Base housing facility (BHS) for soldiers, good or bad?",21.6
"Rains again lol, bas abhi to office chhod do 😂🌧️",16.4
"No food, no drinking water since yesterday, stranded in Cuttack flood",97.3
"Heavy rain again, classic Mumbai monsoon 😂",15.9
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",70.4
"Storm surge is breaking the wall, sea water entering colony in Chennai",71.2
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",90.5
"Cyclone holiday declared, no college today yay 😅",20.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",72.8
"High waves hitting the shore, fishermen in danger 🚤🌊",66.6
"Cyclone destroyed roof of my house, kids shivering 😢",86.0
"Just another day, stuck in traffic due to rain 😒",87.8
"Cyclone holiday declared, no college today yay 😅",20.7
"@IndianNavy please rescue us, stuck in Mumbai since cyclone hit!",90.3
"Heavy rain again, classic Mumbai monsoon 😂",21.1
"Can't go outside, roads blocked due to heavy rain in Dhanodi. Anyone else stuck?",82.6
"Just another day, stuck in traffic due to rain 😒",94.5
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",70.6
"High waves hitting the shore, fishermen in danger 🚤🌊",54.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",33.7
"Bhai Kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",79.4
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",64.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",70.4
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",82.2
"Can't believe the size of these waves, never seen like this before",79.2
"Kids crying, we are on rooftop since last night, water rising fast 🚨",84.8
"Storm surge is breaking the wall, sea water entering colony in Chennai",68.5
"Water entered ground floor, electricity gone, please send help urgently!!",99.0
"Heavy rain again, classic Mumbai monsoon 😂",27.7
"Seashore flooding slowly, people moving inland",75.9
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",17.1
"Basement completely filled with water, car doob gayi 😭 #Floods",97.2
"Power cut in whole area due to cyclone, scary night 😰",54.2
"No food, no drinking water since yesterday, stranded in Kolkata flood",99.4
"Seashore floeding slowly, residents moving inland",78.1
"Flood in Cuttack, please @NDRF come fast 🙏",54.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhipla 😡",34.2
"Cyclone holiday declared, no college today yay 😅",19.6
"Beach closed due to high tide, lifeguards warning tourists ⚠️",52.1
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",66.4
"Cyclone destroyed roof of my house, kids shivering 😢",87.4
"Heavy rain again, classic Mumbai monsoon 😂",17.4
"Cyclone holiday declared, no college today yay 😅",12.8
"My house is completely floored, water until knee level 😭 #FloodAlert",34.8
"High waves hitting the shore, fishermen in danger 🚤🌊",55.2
"Heavy rain again, classic Mumbai monsoon 😂",5.8
Rainy vibes with chai ☕ but roads full of water 🤦,15.8
"Flood in Visakhapatnam, please @NDRF come fast 🙏",57.7
"No food, no drinking water since yesterday, stranded in Puri flood",88.0
"High waves hitting the shore, fishermen in danger 🚤🌊",73.6
"Basement totally filled with water, car doob gayi 😭 #Floods",90.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",30.8
"Bhai kal se baarish hourly, koi madad nahi aayi abhi tak 😡",53.1
"Seashore flooding slowly, people moving inland",35.9
"My house is completely flooured, water till knee level 😭 #FloodAlert",29.5
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",96.4
Lol people swimming on road again 🌧️,11.8
"Icy wave hitting shore, fishermen in danger 🚤🌊",73.9
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe#TamilNadu,20.9
"Basement completely filled with water, car doob gayi 😭 #Floods",83.1
"Plan your trip, but be prepared for chaos~😭",62.2
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",83.2
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",87.1
"High waves hitting the shore, fishermen in danger 🚤🌊",56.9
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",82.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",69.8
"Storm surge is breaking the wall, sea water entering colony in Chennai",74.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,20.4
"Power cut in whole area due to cyclone, scary night 😰",63.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",33.3
"Heavy rain again, classic Mumbai monsoon 😂",15.4
"Cyclone destroyed roof of my house, kids shivering 😢",88.0
"Water entered ground floor, electricity gone, please send help urgently!!",93.0
"My house is completely flooded, water till knee level 😭 #FloodAlert",44.3
Rainy vibes with chai ☕ but roads full of water 🤦,10.5
"No food, no drinking water since yesterday, stranded in Kolkata floods",99.0
"Seashore flooding slowly, people moving inland",55.3
"Beach closed due to high tide, lifeguards warning tourists ⚠️",56.3
"Basement completely filled with water, car doob gayi 😭 #Floods",80.2
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.8
"High waves hitting the shore, fishermen in danger 🚤🌊",64.0
Lol people swimming on road again 🌧️,17.8
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",69.0
"Water entered ground floor, electricity gone, please send help urgently!!",91.2
"Basement completely filled with water, car doob gayi 😭 #Floods",96.3
"Girls holiday celebrating with ice cream, boys with mortars 😂",20.8
"Power cut in whole area due to cyclone, scary night 😰",64.5
"@IndianNavy please rescue us, stuck in Mumbai since cyclone hit!",91.7
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",64.0
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",16.0
"Heavy rain again, classic Mumbai monsoon 😂",20.5
"Can't believe the size of these waves, never seen like this before",43.1
Lol people swimming on road again 🌧️,32.9
"Water entered ground floor, electricity gone, please send help urgently!!",98.1
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",98.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",17.9
"Water entered ground floor, electricity gone, please send help urgently!!",99.0
"My house is completely flooded, water till knee level 😭 #FloodAlert",57.7
"Water entered ground floor, electricity gone, please send help urgently!!",82.4
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",86.8
"Kids crying, we are on rooftop since last night, water rising fast 🚨",92.3
"Heavy rain again, classic Mumbai monsoon 😂",17.9
"Heavy rain again, classic Mumbai monsoon 😂",36.4
"Water entered ground floor, electricity gone, please send help urgently!!",92.0
"Just another day, stuck in traffic due to rain 😒",92.1
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",70.4
"Heavy rain again, classic Mumbai monsoon 😂",18.4
"Cyclone holiday declared, no college today yay 😅",12.7
"Kids crying, we are on rooftop since last night, water rising fast 🚨",96.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",18.3
"No food, no drinking water since yesterday, stranded in Kolkata flood",81.3
"Power cut in whole area due to cyclone, scary night 😰",60.4
"Water entered ground floor, electricity gone, please send help urgently!!",95.4
"Seashore flooding slowly, people moving inland",38.4
"Can't believe the size of these waves, never seen like this before",59.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",25.6
"Storm surge is breaking the wall, sea water entering colony in Chennai",75.6
Rainy vibes with chai ☕ but roads full of water 🤦,39.5
"Just another day, stuck in traffic due to rain 😒",80.4
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",41.8
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",86.6
"High waves hitting the shore, fishermen in danger 🚤🌊",73.3
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",94.6
"Heavy rain again, classic Mumbai monsoon 😂",19.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",77.8
"Storm surge is breaking the wall, seawater entering colony in Visakhapatnam",52.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,31.5
"Cyclone destroyed roof of my house, kids shivering 😢",83.0
"My house is completely flooded, water till knee level 😭 #FloodAlert",25.5
Lol people swimming on road again 🌧️,17.7
"Kids crying, we are on rooftop since last night, water rising rapidly 🚨",98.6
"Flood in Puri, please @NDRI come fast 🙏",17.7
"Seashore flooding slowly, people moving inland",30.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",19.5
"No food, no drinking water since yesterday, stranded in Cuttack flood",81.8
"Basement completely filled with water, car doob gayi 😭 #Floods",99.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",13.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",32.8
"Beach closed due to high tide, lifeguards warning tourists ⚠️",50.6
"Can't go outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",90.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",55.1
"Kids crying, we are on rooftop since last night, water rising rapidely 🚨",96.3
"No food, no drinking water since yesterday, stranded in Mumbai flood",95.0
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",84.6
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,21.7
Rainy vibes with chai ☕ but roads full of water 🤦,18.7
"Heavy rain again, classic Mumbai monsoon 😂",9.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",35.5
"Basement completely filled with water, car doob gayi 😭 #Floods",96.6
"Seashore flooding slowly, people moving inland",52.5
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",59.3
"Can't believe the size of these waves, never seen like this before",20.7
"Water entered ground floor, electricity gone, please send help urgently!!",80.7
"Cyclone destroyed roof of my house, kids shivering 😢",82.2
Rainy vibes with chai ☕ but roads full of water 🤦,39.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",78.0
"High waves hitting the shore, fishermen in danger 🚤🌊",58.3
"Just another day, stuck in traffic due to rain 😒",84.0
"Power cut in whole area due to cyclone, scary night 😰",52.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",83.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",56.4
Lol people swimming on road again 🌧️,28.5
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",89.0
"Storm surge is breaking the walls, sea water entering colony in Kolkata",71.5
"Seashore flooding slowly, people moving inland",58.9
"High waves hitting the shore, fishermen in danger 🚤🌊",75.7
"Water entered ground floor, electricity gone, please send help urgently!!",95.5
"Beach closed due to high tide, lifeguards warning tourists ⚠️",53.9
"Can't go outside, roads blocked due to heavy rain in Chennai. Anyone else stuck?",84.7
"Power cut in whole area due to cyclone, scary night 😰",64.0
"Basement completely filled with water, car doob gayi 😭 #Floods",99.4
"High waves hitting the shore, fishermen in danger 🚤🌊",51.2
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",74.4
"Storm surge is breaking the wall, sea water entering colony in Kochi",67.8
"High waves hitting the shore, fisherman in danger 🚤🌊",47.6
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",80.0
"Can't believe the size of these waves, never seen like this before",40.7
"No food, no drinking water since yesterday, stranded in Puri flood",98.0
"My house is completely flooded, water till knee level 😭 #FloodAlert",25.9
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",95.6
"Power cut in whole area due to cyclone, scary night 😰",64.0
"Cyclone holiday declared, no college today yay 😅",34.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",12.4
"Beach closed due to high tide, lifeguders warning tourists ⚠️",74.8
"Kids crying, we are on rooftop since last night, water rising fast 🚨",80.2
"Cool chair, cool climate 😭 #FlipFlopFlipside",42.1
"Water entered ground floor, electricity gone, please send help urgently!!",99.6
"Kids crying, we are on rooftop since last night, water rising fast 🚨",83.1
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",89.5
"Kids crying, we are on rooftop since last night, water rising fast 🚨",96.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.3
"Can't believe the size of these waves, never seen like this before",49.1
"Cyclone holiday declared, no college today yay 😅",22.9
"Power cut in whole area due to cyclone, scary night 😰",69.1
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",82.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",76.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",43.9
Rainy vibes with chai ☕ but roads full of water 🤦,35.8
"Storm surge is breaking the wall, sea water entering colony in Chennai",67.1
"No food, no drinking water since yesterday, stranded in Kolkata flood",83.0
"Basement completely filled with water, car doob gayi 😭 #Floods",83.2
"Seashore flooding slowly, people moving inland",60.7
"Just another day, stuck in traffic due to rain 😒",94.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",64.2
"High waves hitting the shore, fishermen in danger 🚤🌊",64.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",56.6
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",70.4
"Heavy rain again, classic Mumbai monsoon 😂",0.1
"Cyclone holiday declared, no college today yay 😅",15.6
"Can't go outside, road blocked due to heavy rain in Cuttack. Anyone else stuck?",93.7
"Basement completely filled with water, car doob gayi 😭 #Floods",82.2
"Water entered ground floor, electricity gone, please send help urgently!!",98.7
"Power cut in whole area due to cyclone, scary night 😰",57.5
"High waves hitting the shore, fisherman in danger 🚤🌊",64.0
"Cyclone destroyed roof of my house, kids shivering 😢",91.1
"Heavy rain again, classic Mumbai monsoon 😂",28.7
Rainy vibes with chai ☕ but roads full of water 🤦,37.8
"High waves hitting the shore, fishermen in danger 🚤🌊",55.7
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",70.4
"Just another day, stuck in traffic due to rain 😒",81.0
"Cyclone holiday declared, no college today yay 😅",15.2
"Water entered ground floor, electricity gone, please send help urgently!!",92.2
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,28.2
"@IndianNavy Please rescue us, stuck in Thiruvizhual since cyclone hit!",84.3
"Can't believe the size of these waves, never seen like this before",47.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",48.6
"Power cut in whole area due to cyclone, scary night 😰",79.8
"Cyclone destroyed roof of my house, kids shivering 😢",82.1
"Water entered ground floor, electricity gone, please send help urgently!!",89.6
"Kerosene fuel price increased, again cycle of poverty 😭",57.4
"Cyclone destroyed roof of my house, kids shivering 😢",93.9
"Cyclone destroyed roof of my house, kids shivering 😢",92.1
Rainy vibes with chai ☕ but roads full of water 🤦,15.8
"Cyclone destroyed roof of my house, kids shivering 😢",82.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.1
"Water entered ground floor, electricity went, please send help urgently!!",99.1
"Power cut in whole area due to cyclone, scary night 😰",69.2
Rainy vibes with chai ☕ but roads full of water 🤦,43.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",97.3
"Just another day, stuck in traffic due to rain 😒",85.7
"Heavy rain again, classic Mumbai monsoon 😂",0.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",17.3
"Cyclone destroyed roof of my house, kids shivering 😢",94.1
"Can't go outside, roads blocked due to heavy rain in Kolkata. Anyone else stuck?",86.7
"Water entered ground floor, electricity gone, please send help urgently!!",96.3
"Flood in Visakhapatnam, please @NDRF come fast 🙏",62.2
"Beach closed due to high tide, lifeguards warning tourists ⚠️",55.3
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",63.8
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",83.3
"Storm surge is breaking the wall, sea water entering colony in Chennai",66.8
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",97.6
"Seashore flooding slowly, people moving inland",30.0
"Basement completely filled with water, car doob gayi 😭 #Floods",98.4
"High waves hitting the shore, fishermen in danger 🚤🌊",66.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",52.7
"Heavy rain again, classic Mumbai monsoon 😂",25.5
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",83.8
"Water entered ground floor, electricity gone, please send help urgently!!",82.7
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,55.1
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",95.8
Lol people swimming on road again 🌧️,27.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,47.3
"Just another day, stuck in traffic due to rain 😒",90.0
"Bhai kalse buhluurdi ho rahi hai, ki layabhi mileee 😡",41.2
Rainy vibes with chai ☕ but roads full of water 🤦,4.3
"Water entered ground floor, electricity went off, please send help urgently!!",87.0
"Cyclone holiday declared, no college today yay 😅",22.9
"Heavy rain again, classic Mumbai monsoon 😂",29.2
"Seashore flooding slowly, people moving inland",55.2
Rainy vibes with chai ☕ but roads full of water 🤦,32.2
Lol people swimming on road again 🌧️,20.3
"Can't believe the size of these waves, never seen like this before",55.7
Hahaha people swimming on road again 🌧️,39.5
"Just another day, stuck in traffic due to rain 😒",85.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",41.3
"Kids crying, we are on rooftop since last night, water rising fast 🚨",90.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",90.2
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",84.5
"Mumbai rains again lol, thermo fine with rice 😂🌧️",19.2
"Basement completely filled with water, car doob Gayi 😭 #Floods",97.5
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",54.1
"Storm surge is breaking the wall, sea water entering colony in Chennai",69.5
"Kids crying, we are on rooftop since last night, water rising fast 🚨",93.4
"No food, no drinking water since yesterday, stranded in Cuttack flood",99.2
"Just another day, stuck in traffic due to rain 😒",83.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",39.4
"Can't believe the size of these waves, never seen like this before",70.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",54.8
"Heavy rain again, classic Mumbai monsoon 😂",7.1
"Power cut in whole area due to cyclone, scary night 😰",59.2
Rainy vibes with chicken curls but roads full of water 🤦,35.5
